"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","duongpho","matTienM","duongVaoM","soTang","soPhongTam","noiThat","tienIchKemTheo","phapLy","soPhongNgu","dacDiemXaHoi","huongNha","huongBanCong","duAn"
"503806","Đất nền khu dân cư","Long Biên, Long Biên, Hà Nội","Long Biên, Long Biên, Hà Nội","3,343 Tỷ","50 m²","19/08/2020","03/10/2020",,"4","4",,,,,"Sổ đỏ",,,"Tây-Nam","Tây-Nam",
"503805","Nhà mặt phố","Bùi Thị Xuân, Hai Bà Trưng, Hà Nội","Bùi Thị Xuân, Hai Bà Trưng, Hà Nội","95 Tỷ","160 m²","19/08/2020","18/10/2020",,,,,,,,,,,,,
"503802","Nhà riêng","Quang Trung, Hà Đông, Hà Nội","Phan Đình Giót, Quang Trung, Hà Đông, Hà Nội","2,2 Tỷ","34 m²","19/08/2020","03/10/2020","Phan Đình Giót","3.4","3","4","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm",,"Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"503801","Nhà riêng","Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","Tôn Quang Phiệt, Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","4 Tỷ","40 m²","19/08/2020","11/09/2020","Cổ Nhuế",,,"5",,,,"Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"503795","Nhà riêng","Văn Quán, Hà Đông, Hà Nội","Nguyễn Khuyến, Văn Quán, Hà Đông, Hà Nội","8,5 Tỷ","95 m²","19/08/2020","03/10/2020","Nguyễn Khuyến",,,"5","4",,,,"6",,,,
"503787","Đất nền dự án","Bình Yên, Thạch Thất, Hà Nội","21, Bình Yên, Thạch Thất, Hà Nội","1,2 Tỷ","85,9 m²","19/08/2020","03/10/2020","21","5","12",,,,"Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ hồng",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"503783","Nhà riêng","Vạn Phúc, Hà Đông, Hà Nội","Vạn Phúc, Vạn Phúc, Hà Đông, Hà Nội","2,4 Tỷ","33 m²","19/08/2020","03/10/2020","Vạn Phúc","3.4",,"5","4",,,,"3",,,,
"503780","Nhà riêng","Yên Nghĩa, Hà Đông, Hà Nội","Yên Nghĩa, Hà Đông, Hà Nội","1,55 Tỷ","36 m²","19/08/2020","03/10/2020",,,,,,,,,,,,,
"503778","Căn hộ Tập thể","Quốc Tử Giám, Đống Đa, Hà Nội","Đoàn Thị Điểm, Quốc Tử Giám, Đống Đa, Hà Nội","1,3 Tỷ","35 m²","19/08/2020","03/10/2020","Đoàn Thị Điểm",,,"10","1",,,"Sổ đỏ","1",,,,
"503772","Nhà riêng","Hà Đông, Hà Nội","Hà Đông, Hà Nội","2,7 Tỷ","35 m²","19/08/2020","03/10/2020",,,,,,,,,,,,,
"503766","Đất nền khu dân cư","Nguyên Khê, Đông Anh, Hà Nội","Lê Hữu Tựu, Nguyên Khê, Đông Anh, Hà Nội","1,59 Tỷ","71 m²","19/08/2020","03/10/2020","Lê Hữu Tựu","4","4",,,,,,,,"Đông","Đông",
"503765","Nhà riêng","Mễ Trì, Nam Từ Liêm, Hà Nội","Đỗ Đức Dục, Mễ Trì, Nam Từ Liêm, Hà Nội","5 Tỷ","66 m²","19/08/2020","03/10/2020","Đỗ Đức Dục",,,,,,,,,,,,
"503764","Nhà riêng","Kim Giang, Thanh Xuân, Hà Nội","Kim Giang, Kim Giang, Thanh Xuân, Hà Nội","3,6 Tỷ","37 m²","19/08/2020","03/10/2020","Kim Giang",,,,,,,,,,,,
"503758","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","195 Tỷ","25 m²","19/08/2020","03/10/2020",,,,"5","5",,,,"3",,,,
"503754","Nhà riêng","Lĩnh Nam, Hoàng Mai, Hà Nội","Lĩnh Nam","2,6 Tỷ","30 m²","19/08/2020","03/10/2020","Lĩnh Nam",,,"5","4",,,,"3",,,,
"503751","Nhà riêng","Cầu Giấy, Hà Nội","Cầu Giấy, Hà Nội","11,3 Tỷ","49 m²","19/08/2020","03/10/2020",,,,,,,,,,,,,
"503749","Nhà mặt phố","Hai Bà Trưng, Hà Nội","Hồng Mai, Bạch Mai, Hai Bà Trưng","7,5 Tỷ","70 m²","19/08/2020","03/10/2020","Hồng Mai",,,"5","2",,,,"4",,,,
"503747","Đất nền dự án","Cổ Đông, Sơn Tây, Hà Nội","21, Cổ Đông, Sơn Tây, Hà Nội","999 Triệu","75 m²","19/08/2020","03/10/2020","21","5","9",,,,"Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ hồng",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"503746","Nhà riêng","Đống Đa, Hà Nội","Nguyễn Lương Bằng, Nam Đồng, Đống Đa","8,9 Tỷ","70 m²","19/08/2020","03/10/2020","Nguyễn Lương Bằng",,,"5","4",,,,"4",,,,
"503745","Nhà mặt phố","Ba Đình, Hà Nội","Trần Vũ, Trúc Bạch, Ba Đình, Hà Nội","480 Triệu","2180 m²","19/08/2020","03/10/2020",,,,"10","1",,,,"1",,,,
"503742","Đất nền khu dân cư","Văn Bình, Thường Tín, Hà Nội","Quốc lộ 71, Văn Bình, Thường Tín, Hà Nội","30 Tỷ","90 m²","19/08/2020","03/10/2020","Quốc lộ 71",,,,,,,"Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"503739","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Nhân Hòa, Nhân Chính, Thanh Xuân, Hà Nội","3 Tỷ","30 m²","19/08/2020","03/10/2020","Nhân Hòa",,,,,,,"Sổ đỏ",,,,,
"503731","Nhà riêng","Văn Điển, Thanh Trì, Hà Nội","Ngọc Hồi, Văn Điển, Thanh Trì, Hà Nội","1,78 Tỷ","32 m²","19/08/2020","03/10/2020","Ngọc Hồi",,,,,,,,,,,,
"503723","Nhà riêng","Phú Lãm, Hà Đông, Hà Nội","Huyền Kỳ, Phú Lãm, Hà Đông, Hà Nội","1,7 Tỷ","32 m²","19/08/2020","03/10/2020","Huyền Kỳ","3.5",,"4","3",,,,"2",,,,"Phú Lãm"
"503722","Đất nền","Thanh Trì, Hà Nội","quan âm, bắc hồng, đông anh","990 Triệu","62 m²","19/08/2020","03/10/2020",,,,"10","1",,,,"1",,,,
"503721","Nhà riêng","Vạn Phúc, Hà Đông, Hà Nội","Vạn Phúc, Vạn Phúc, Hà Đông, Hà Nội","3,6 Tỷ","38 m²","19/08/2020","03/10/2020","Vạn Phúc","3.5",,"5","3",,,,"4",,,,
"503718","Nhà riêng","Yên Hòa, Cầu Giấy, Hà Nội","Trung Kính, Yên Hòa, Cầu Giấy, Hà Nội","5,35 Tỷ","60 m²","19/08/2020","03/10/2020","Trung Kính",,,"5","4",,,,"6",,,,
"503716","Đất nền","Quang Tiến, Sóc Sơn, Hà Nội","Xuân Bách Quang Tiến Sóc Sơn Hà Nội","800 Triệu","59 m²","19/08/2020","03/10/2020","Tỉnh lộ 131",,,"10","1",,,,"1",,,,
"503713","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","5,2 Tỷ","33 m²","19/08/2020","03/10/2020",,,,,,,,,,,,,
"503706","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Tô Vĩnh Diện, Khương Trung, Thanh Xuân, Hà Nội","3,25 Tỷ","38 m²","19/08/2020","03/10/2020","Tô Vĩnh Diện","6",,"5","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Truyền hình cáp,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"503704","Đất nền dự án","Cổ Đông, Sơn Tây, Hà Nội","21, Cổ Đông, Sơn Tây, Hà Nội","18 Triệu/m²","75 m²","19/08/2020","03/10/2020","21",,,,,,,,,,,,
"503702","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","4,3 Tỷ","56 m²","19/08/2020","03/10/2020",,,,,,,,,,,,,
"503696","Nhà riêng","Bồ Đề, Long Biên, Hà Nội","Ái Mộ, Bồ Đề, Long Biên, Hà Nội","4,5 Tỷ","45 m²","19/08/2020","03/10/2020","Ái Mộ",,,,,,,,,,,,
"503694","Đất nền","Đông Anh, Đông Anh, Hà Nội","Thị Trấn Đông Anh","1,8 Tỷ","60 m²","19/08/2020","03/10/2020","Thiết Bị Điện",,,"10","1",,,,"1",,,,
"503693","Nhà riêng","Kiến Hưng, Hà Đông, Hà Nội","Đa Sĩ, Kiến Hưng, Hà Đông, Hà Nội","2,35 Tỷ","38 m²","19/08/2020","03/10/2020","Đa Sĩ",,,"4","3",,,,"4",,,,
"503690","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","3,55 Tỷ","40 m²","19/08/2020","03/09/2020",,"4.5","5","5","5","Bàn ăn,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Tủ bếp,Bình nóng lạnh,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"503687","Nhà riêng","Phúc La, Hà Đông, Hà Nội","Xa La, Phúc La, Hà Đông, Hà Nội","4,38 Tỷ","55 m²","19/08/2020","03/10/2020","Xa La",,"12","5","5","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","5","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,"Khu đô thị mới Xa La"
"503686","Nhà riêng","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Mỹ Đình, Mỹ Đình 2, Nam Từ Liêm, Hà Nội","6,9 Tỷ","75 m²","19/08/2020","03/10/2020","Mỹ Đình",,,,,,,,,,,,
"503685","Nhà riêng","Hà Cầu, Hà Đông, Hà Nội","Hà Trì, Hà Cầu, Hà Đông, Hà Nội","3,1 Tỷ","37 m²","19/08/2020","03/10/2020","Hà Trì","4.5",,"5","3",,,,"4",,,,
"503681","Đất nền","Tiên Dương, Đông Anh, Hà Nội","trung oai, tiên dương, đông anh","9,9 Tỷ","45 m²","19/08/2020","03/10/2020","Võ Nguyên Giáp",,,"10","1",,,,"1",,,,
"503678","Nhà mặt phố","Thanh Xuân, Hà Nội","Ngụy như kon tum","21 Tỷ","98 m²","19/08/2020","03/10/2020","Ngụy Như Kon Tum",,,"3","3",,,,"3",,,,
"503677","Nhà riêng","Trung Hòa, Cầu Giấy, Hà Nội","Trần Duy Hưng, Cầu Giấy , Hà Nội","5,5 Tỷ","45 m²","19/08/2020","03/10/2020","Trần Duy Hưng",,,"5","4",,,,"6",,,,
"503675","Nhà mặt phố","Long Biên, Hà Nội","Long Biên, Hà Nội","15,5 Tỷ","100 m²","19/08/2020","03/10/2020",,,,,,,,,,,,,
"503671","Nhà riêng","Hai Bà Trưng, Hà Nội","Đại Từ, Hoàng Mai, Hà Nội","2,5 Tỷ","33 m²","19/08/2020","03/10/2020",,,,"5","4",,,,"3",,,,
"503670","Nhà riêng","Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","Xuân Đỉnh","3,5 Tỷ","35 m²","19/08/2020","03/10/2020","Xuân Đỉnh",,,"5","4",,,,"4",,,,
"503669","Nhà riêng","Đống Đa, Hà Nội","Thái Thịnh","4,85 Tỷ","45 m²","19/08/2020","03/10/2020","Thái Thịnh",,,"5","4",,,,"4",,,,
"503668","Nhà mặt phố","Hai Bà Trưng, Hà Nội","Trần Đại Nghĩa, Đồng Tâm, Hai Bà Trưng","9 Tỷ","50 m²","19/08/2020","03/10/2020","Trần Đại Nghĩa",,,"5","4",,,,"4",,,,
"503667","Bất động sản khác","Nam Từ Liêm, Hà Nội","Nam Từ Liêm, Hà Nội","15,2 Tỷ","108 m²","19/08/2020","03/10/2020",,,,,,,,,,,,,
"503665","Nhà riêng","Trương Định, Hai Bà Trưng, Hà Nội","Trần Đại Nghĩa - Hai Bà Trưng","10 Tỷ","130 m²","19/08/2020","03/10/2020","Trần Đại Nghĩa",,,"3","4",,,,"4",,,,
"503664","Nhà mặt phố","Hai Bà Trưng, Hà Nội","Minh Khai - Hai à Trưng","15 Tỷ","80 m²","19/08/2020","03/10/2020","Minh Khai",,,"4","1",,,,"2",,,,
"503663","Nhà mặt phố","Hoàn Kiếm, Hà Nội","Nguyễn Quang Bích, Cửa Đông, Hoàn Kiếm, Hà Nội","240 Triệu","240 m²","19/08/2020","03/10/2020","Nguyễn Quang Bích",,,"10","2",,,,"2",,,,
"503662","Nhà riêng","Thịnh Liệt, Hoàng Mai, Hà Nội","Nguyễn Chinh, Thịnh Liệt, Hoàng Mai","2,8 Tỷ","35 m²","19/08/2020","03/10/2020","Nguyễn Chính",,,"5","4",,,,"3",,,,
"501289","Cửa hàng kiot","Quang Trung, Hà Đông, Hà Nội","Ngô Thì Nhậm, Quang Trung, Hà Đông, Hà Nội","8,5 Triệu/tháng","60 m²","19/08/2020","18/10/2020","Ngô Thì Nhậm","4",,"1","1","Sàn gỗ/đá","Chỗ để xe máy,Hệ thống an ninh,Internet","Sổ đỏ",,"Gần trường,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"503659","Nhà riêng","Phương Liệt, Thanh Xuân, Hà Nội","Nguyễn Lân","565 Triệu","55 m²","19/08/2020","03/10/2020",,,,"10","1",,,,"1",,,,
"503658","Nhà riêng","Thịnh Liệt, Hoàng Mai, Hà Nội","Thịnh Liệt,Thịnh Liệt, Hoàng Mai, Hà Nội","2,9 Tỷ","96 m²","19/08/2020","03/10/2020","Thịnh Liệt",,,"1","2",,,,"3",,,,
"503656","Nhà riêng","Trương Định, Hai Bà Trưng, Hà Nội","Trương Định, Trương Định, Hai Bà Trưng, Hà Nội","4,35 Tỷ","55 m²","19/08/2020","03/10/2020","Trương Định",,,,,"Bàn ăn,Kệ ti vi,Bình nóng lạnh","Chỗ để xe máy,Hệ thống an ninh,Truyền hình cáp","Sổ đỏ",,"Gần trường,Gần nhà trẻ,Gần chợ",,,
"503655","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Đình, Khương Đình, Thanh Xuân, Hà Nội","4,2 Tỷ","36 m²","19/08/2020","03/10/2020","Khương Đình",,,"5",,,,,"4",,,,
"503743","Bất động sản khác","Thạch Thất, Hà Nội","Thạch Thất, Hà Nội","Thỏa thuận/m²","1900 m²","19/08/2020","03/10/2020",,,,,,,,,,,,,
"503653","Nhà riêng","Lĩnh Nam, Hoàng Mai, Hà Nội","Lĩnh Nam","4,85 Tỷ","48 m²","18/08/2020","02/10/2020","Lĩnh Nam",,,"4","4",,,,"6",,,,
"503652","Nhà riêng","Cống Vị, Ba Đình, Hà Nội","Đội Cấn, Cống Vị, Ba Đình, Hà Nội","6,9 Tỷ","60 m²","18/08/2020","02/10/2020","Đội Cấn",,,"5",,,,"Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"503651","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai","3,9 Tỷ","52 m²","18/08/2020","02/10/2020","Minh Khai",,,"3","4",,,,"4",,,,
"503648","Biệt thự liền kề","Yên Nghĩa, Hà Đông, Hà Nội","Yên Nghĩa","3,2 Tỷ","52 m²","18/08/2020","02/10/2020",,,,"5","4",,,,"4",,,,
"503647","Nhà riêng","Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","Phạm Văn Đồng","2,6 Tỷ","39 m²","18/08/2020","02/10/2020","Phạm Văn Đồng",,,"5","4",,,,"4",,,,
"503646","Nhà riêng","Thịnh Liệt, Hoàng Mai, Hà Nội","Thịnh Liệt,Thịnh Liệt, Hoàng Mai, Hà Nội","1,25 Tỷ","34 m²","18/08/2020","02/10/2020","Thịnh Liệt",,,"1","1",,,,"1",,,,
"503645","Nhà riêng","Nhật Tân, Tây Hồ, Hà Nội","Âu Cơ","3,3 Tỷ","44 m²","18/08/2020","02/10/2020","Âu Cơ",,,"4","4",,,,"4",,,,
"501220","Cửa hàng kiot","Phú La, Hà Đông, Hà Nội","Văn Phú, Phú La, Hà Đông, Hà Nội","23 Triệu/tháng","120 m²","18/08/2020","17/10/2020","Văn Phú","4","30","2","2","Giường ngủ,Sàn gỗ/đá,Bình nóng lạnh,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Internet",,"1","Gần trường,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao",,,
"501223","Cửa hàng kiot","Phú La, Hà Đông, Hà Nội","Văn Phú, Phú La, Hà Đông, Hà Nội","7 Triệu/tháng","35 m²","18/08/2020","17/10/2020","Văn Phú","4","20","1","1","Sàn gỗ/đá","Chỗ để xe máy,Hệ thống an ninh,Internet",,,"Gần trường,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"503644","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai, Minh Khai, Hai Bà Trưng, Hà Nội","1,65 Tỷ","32 m²","18/08/2020","17/10/2020","Minh Khai",,,,,,,,,,,,
"503643","Nhà riêng","Thanh Xuân, Hà Nội","Nguyễn Xiển, Thanh Xuân, Hà Nội","19 Tỷ","34 m²","18/08/2020","02/10/2020","Nguyễn Xiển",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Trung tâm thể dục,Hệ thống an ninh,Internet",,,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Gần chợ",,,
"503640","Nhà mặt phố","Thanh Xuân Bắc, Thanh Xuân, Hà Nội","nguyễn trãi thanh xuân hà nội","38,5 Tỷ","120 m²","18/08/2020","02/10/2020","Nguyễn Trãi",,,"8",,,,,"1",,,,
"503639","Nhà riêng","Quỳnh Lôi, Hai Bà Trưng, Hà Nội","Hồng Mai, Quỳnh Lôi, Hai Bà Trưng, Hà Nội","3,6 Tỷ","31 m²","18/08/2020","02/10/2020","Hồng Mai",,,,,,,,,,,,
"503636","Nhà riêng","Kiến Hưng, Hà Đông, Hà Nội","Mậu Lương, Kiến Hưng, Hà Đông, Hà Nội","2,6 Tỷ","36 m²","18/08/2020","02/10/2020","Mậu Lương",,"4","5",,,"Trung tâm thể dục","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần nhà trẻ,Khu dân trí cao,Gần chợ","Đông-Bắc","Đông-Bắc",
"503635","Nhà riêng","Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","5 Tỷ","50 m²","18/08/2020","02/10/2020","Phạm Văn Đồng",,,"6","5",,,,,,,,
"503634","Nhà riêng","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Hoàng Mai, Hà Nội","3,1 Tỷ","35 m²","18/08/2020","02/10/2020","Tân Mai",,,"4","3",,,,"3",,,,
"503633","Đất nền","Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","Trần Cung","200 Triệu","44 m²","18/08/2020","02/10/2020","Trần Cung",,,"10","1",,,,"1",,,,
"503630","Nhà riêng","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","3,5 Tỷ","50 m²","18/08/2020","02/10/2020",,,,,,,,,,,,,
"503629","Đất nền","Ngọc Thụy, Long Biên, Hà Nội","Ngọc Thụy Long Biên","1,88 Tỷ","45 m²","18/08/2020","02/10/2020","Ngọc Thụy",,,"10","1",,,,"1",,,,
"503628","Đất nền khu dân cư","Bình Yên, Thạch Thất, Hà Nội","Tỉnh lộ 420, Bình Yên, Thạch Thất, Hà Nội","2 Tỷ","200 m²","18/08/2020","02/10/2020","Tỉnh lộ 419",,,,,,,,,,,,
"503627","Nhà riêng","Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","Phường Trần Cung, Quận Bắc Từ Liêm, Hà Nội","5 Tỷ","50 m²","18/08/2020","02/10/2020","Trần Cung",,,"6","5",,,,,,,,
"503626","Nhà riêng","Đống Đa, Hà Nội","Tây Sơn","5 Tỷ","38 m²","18/08/2020","02/10/2020","Tây Sơn",,,"4","3",,,,"4",,,,
"503625","Nhà riêng","Đống Đa, Hà Nội","Láng Hạ","42 Tỷ","31 m²","18/08/2020","02/10/2020","Láng Hạ",,,"5","4",,,,"3",,,,
"503624","Nhà riêng","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","3,5 Tỷ","50 m²","18/08/2020","02/10/2020",,,,,,,,,,,,,
"503623","Nhà riêng","Ô Chợ Dừa, Đống Đa, Hà Nội","Ô Chợ Dừa, Đống Đa, Hà Nội","4,4 Tỷ","34 m²","18/08/2020","02/10/2020",,"4","5","5",,,"Chỗ để xe máy,Chỗ để ôtô","Sổ đỏ","4",,,,
"503621","Nhà riêng","Đống Đa, Hà Nội","Tây Sơn","1,3 Tỷ","55 m²","18/08/2020","02/10/2020","Trường Chinh",,,"4","3",,,,"4",,,,
"503620","Nhà riêng","Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","Cổ Nhuế, Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","4,2 Tỷ","38 m²","18/08/2020","31/08/2020","Cổ Nhuế",,,,,,,"Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"503618","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","28 Tỷ","37 m²","18/08/2020","02/10/2020",,,,,,,,"Sổ đỏ",,,,,
"503617","Đất nền dự án","Vĩnh Ngọc, Đông Anh, Hà Nội","Võ Nguyên Giáp, Vĩnh Ngọc, Đông Anh, Hà Nội","5,7 Tỷ","110 m²","18/08/2020","02/10/2020","Võ Nguyên Giáp",,,,,,,,,,,,
"503615","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Đại Từ, Đại Kim, Hoàng Mai, Hà Nội","3,2 Tỷ","45 m²","18/08/2020","02/10/2020","Đại Từ",,,,,,,,,,,,
"503613","Nhà riêng","Ngọc Thụy, Long Biên, Hà Nội","Ngọc Thụy, Ngọc Thụy, Long Biên, Hà Nội","3,8 Tỷ","53 m²","18/08/2020","02/10/2020","Ngọc Thụy",,,"4",,,,"Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"503611","Nhà riêng","Dịch Vọng, Cầu Giấy, Hà Nội","Cầu Giấy, Dịch Vọng, Cầu Giấy, Hà Nội","4,5 Tỷ","60 m²","18/08/2020","02/10/2020","Cầu Giấy",,,"5","4",,,,"6",,,,
"503608","Nhà riêng","Thạch Bàn, Long Biên, Hà Nội","Cổ Linh, Long Biên","3,6 Tỷ","37 m²","18/08/2020","02/10/2020","Cổ Linh",,,"5","6",,,,"6",,,,
"503606","Căn hộ chung cư","Thụy Phương, Bắc Từ Liêm, Hà Nội","Thụy Phương - Bắc Từ Liêm - Hà Nội","588 Triệu","32 m²","18/08/2020","02/10/2020","Thụy Phương",,,"10","1",,,,"1",,,,
"503605","Nhà riêng","Trung Liệt, Đống Đa, Hà Nội","Thái Hà, Trung Liệt, Đống Đa, Hà Nội","3,5 Tỷ","38 m²","18/08/2020","02/10/2020","Thái Hà",,,"4",,,,"Sổ đỏ",,,,,
"503604","Nhà mặt phố","Ngọc Lâm, Long Biên, Hà Nội","Ngọc Lâm, Long Biên, Hà Nội","14 Tỷ","70 m²","18/08/2020","02/10/2020",,,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"503594","Nhà mặt phố","Nhân Chính, Thanh Xuân, Hà Nội","Nhân Chính, Thanh Xuân, Hà Nội","5,59 Tỷ","40 m²","18/08/2020","02/10/2020",,,"6",,,,,"Sổ đỏ",,,,,
"503592","Nhà riêng","Thanh Xuân, Hà Nội","Định Công, Thanh Xuân, Hà Nội","2,6 Tỷ","33 m²","18/08/2020","02/10/2020","Định Công",,,"5","3",,,,"2",,,,
"503591","Nhà riêng","Kiến Hưng, Hà Đông, Hà Nội","Kiến Hưng, Hà Đông, Hà Nội","2,15 Tỷ","34 m²","18/08/2020","02/10/2020",,,"4","5","3",,,"Sổ đỏ","5","Gần trường,Gần nhà trẻ,Khu dân trí cao,Gần chợ","Đông-Nam","Đông-Nam",
"503590","Nhà riêng","Đống Đa, Hà Nội","Đường Láng, Thịnh Quang, Hai Bà Trưng, Hà Nội","3,5 Tỷ","34 m²","18/08/2020","02/10/2020",,,,"5","5",,,,"4",,,,
"503589","Nhà riêng","Trung Hòa, Cầu Giấy, Hà Nội","Nguyễn Chánh, Trung Hòa, Cầu Giấy, Hà Nội","13,6 Tỷ","60 m²","18/08/2020","02/10/2020","Nguyễn Chánh","4,2","8","4",,,,,"4",,,,
